EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0006270408630371094,0,1,INITIAL_BUFFERING,Writing,45226
0.004760026931762695,0,1,PLAY,InitialBuffering-Play,0
0.0061457157135009766,0,0,PLAY,StillPlaying,45226
0.7984504699707031,0,1,PLAY,Writing,88783.0
2.5248069763183594,2,2,PLAY,Writing,128503.0
4.007780313491821,4,1,PLAY,StillPlaying,88783.0
5.446113109588623,5,2,PLAY,Writing,177437.0
8.008282899856567,8,1,PLAY,StillPlaying,128503.0
8.043029546737671,8,2,PLAY,Writing,217761.0
10.756974220275879,10,3,PLAY,Writing,255865.0
12.00768494606018,12,2,PLAY,StillPlaying,177437.0
13.408276796340942,13,3,PLAY,Writing,323047.0
16.007703065872192,16,2,PLAY,StillPlaying,217761.0
16.042727947235107,16,3,PLAY,Writing,255865.0
20.008254051208496,20,2,PLAY,StillPlaying,255865.0
20.910763025283813,20,3,PLAY,Writing,323047.0
22.746774196624756,22,4,PLAY,Writing,255865.0
24.007807731628418,24,3,PLAY,StillPlaying,323047.0
28.008254766464233,28,2,PLAY,StillPlaying,255865.0
28.45788884162903,28,3,PLAY,Writing,323047.0
32.0077588558197,32,2,PLAY,StillPlaying,323047.0
33.533228635787964,33,3,PLAY,Writing,255865.0
36.00769591331482,36,2,PLAY,StillPlaying,255865.0
37.799649477005005,37,3,PLAY,Writing,323047.0
40.00769758224487,40,2,PLAY,StillPlaying,323047.0
40.319013833999634,40,3,PLAY,Writing,255865.0
44.00775456428528,44,2,PLAY,StillPlaying,255865.0
44.763880491256714,44,3,PLAY,Writing,323047.0
46.96266317367554,46,4,PLAY,Writing,255865.0
48.00836110115051,48,3,PLAY,StillPlaying,323047.0
49.846609115600586,49,4,PLAY,Writing,323047.0
52.0076949596405,52,3,PLAY,StillPlaying,255865.0
55.75124907493591,55,4,PLAY,Writing,255865.0
56.007667779922485,56,3,PLAY,StillPlaying,323047.0
58.80131721496582,58,4,PLAY,Writing,217761.0
